song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,valence,time_signature,popularity,Stream,track_id
Likhe Jo Khat Tujhe,Mohammed Rafi,/artist/mohammad-rafi,273000,Hindi,12-10-2002,0.44,0.4,0.195,0.376,-10.077,0.05,126.992,0,9,0.0234,4,38,11323411,769IrDAPrCcj6606KG323K
Aanewala Pal Janewala Hai,Kishore Kumar,/artist/kishore-kumar,282000,Hindi,12-02-2023,1,0.278,0.072,0.255,-5.456,0.023,107.853,1,1,0.014,4,61,876068,4vtT0OcJ8xyFHtGGmMfkKc
Aate Jate Khoobsurat Awara,Kishore Kumar,/artist/kishore-kumar,353000,Hindi,11-06-2006,0.86,0.11,0.693,0.838,-10.49,0.01,165.95,0,3,0.0131,4,76,217987,7uCrxacQeMiOPl2WUZiO6h
Gum Hai Kisi Ke Pyar Mein,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,255000,Hindi,10-03-2001,0.97,0.224,0.494,0.969,-5.404,0.01,155.974,1,4,0.0908,4,42,192957,2wUqSw8eyiAO2tlrg2Ly5u
Aate Jaate Hanste Gaate,Lata Mangeshkar|S. P. Balasubrahmanyam,/artist/lata-mangeshkar|/artist/s-p-balasubrahamanyam,204000,Hindi,08-10-2021,0.8,0.62,0.164,0.656,-12.022,0.04,109.896,1,8,0.031,4,81,9969112,1efijqlrOBjfrk54rvaCjC
Aaja Piya Tohe Pyar Doon,Lata Mangeshkar,/artist/lata-mangeshkar,252000,Hindi,06-06-2023,0.66,0.275,0.564,0.529,-3.066,0.08,185.9,0,6,0.0742,4,89,4968775,3qUKshcw2BWbqukX8n12U2
Meri Bheegi Bheegi Si,Kishore Kumar,/artist/kishore-kumar,248000,Hindi,11-05-2016,0.87,0.46,0.962,0.378,-12.055,0.095,125.974,1,10,0.0442,4,46,4207380,66pgL55KG00oTsxzTw7tBE
Akele Hain To Kya Gam Hai,Udit Narayan|Alka Yagnik,/artist/udit-narayan|/artist/alka-yagnik,357000,Hindi,11-02-2011,0.09,0.057,0.176,0.209,-9.065,0.0565,159.911,1,0,0.04,4,50,4684932,3YOWyqQrUPaVn0jxUFqYZb
Isharon Isharon Men Dil Lenewale,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,306000,Hindi,08-09-2009,0.33,0.91,0.749,0.197,-12.038,0.054,128.12,0,7,0.05,4,37,556132,1xNN6c8eW8Mm9uz9nVqln9
Dard-E-Dil Dard-E-Jigar,Mohammed Rafi,/artist/mohammad-rafi,417000,Hindi,04-08-2020,0.7,0.357,0.22,0.668,-9.881,0.0695,174.163,1,1,0.1,4,52,3874529,33GkVjx8U7S4ewrICcvGUY
Phoolon Ke Rang Se,Kishore Kumar,/artist/kishore-kumar,307000,Hindi,04-12-2011,0.59,0.81,0.221,0.277,-12.518,0.03,120.076,1,7,0.02,4,75,3128917,5XDngPrHgHqf7eWBxe2D5L
Gulabi Ankhen,Mohammed Rafi,/artist/mohammad-rafi,200000,Hindi,10-01-2004,0.2,0.93,0.343,0.67,-13.422,0.085,200.088,0,6,0.05,4,26,1942941,4ujalVER2NLazVozUVllxw
Aajkal Paon Zaamin Par Nahin Padte,Lata Mangeshkar,/artist/lata-mangeshkar,329000,Hindi,02-12-2002,0.21,0.653,0.674,0.349,-4.31,0.0209,145.139,0,11,0.08,4,43,680328,4GQ2SQDXKdBDE8TAQ69jS1
Karvaten Badalte Rahe,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,311000,Hindi,11-02-2007,0.34,0.31,0.882,0.325,-4.273,0.057,185.582,1,5,0.096,4,60,9797179,7yJVavhTsIrjM1KleXlpHR
Bachna Ae Hasinon Lo Main Aa Gaya,Kishore Kumar,/artist/kishore-kumar,384000,Hindi,01-02-2019,1,0.483,0.081,0.008,-5.227,0.035,175.166,0,7,0.019,4,83,5461437,13IZEeAwyqx6FNEsZ6EFd3
Tere Jaisa Yaar Kahan,Kishore Kumar,/artist/kishore-kumar,278000,Hindi,03-05-2010,0.82,0.15,0.843,0.585,-7.957,0.0924,137.046,1,0,0.0419,4,71,7289978,3oFQz8s9nnr6AvrbTf4kgt
Aye Dil E Nadan,Lata Mangeshkar,/artist/lata-mangeshkar,339000,Hindi,07-03-2015,0.4,0.549,0.923,0.21,-8.349,0.052,125.003,1,0,0,4,56,3059145,0EG3HTklKQCIpM2IlGpOQ1
Lagi Aaj Sawan Ki,Anupama Deshpande|Suresh Wadkar,/artist/anupama-deshpande|/artist/suresh-wadkar,216000,Hindi,11-03-2006,0.82,0.94,0.916,0.135,-4.565,0.0277,159.77,1,9,0.0278,4,78,6763435,3l7vUdzFY1zr2ilOVtukO8
Salame Ishq Meri Jaan,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,351000,Hindi,06-02-2017,0.66,0.414,0.013,0.408,-8.776,0.01,181.974,0,6,0.0626,4,28,5797425,2flgH9pEowTIC9QWiMxfQm
Ae Ri Pawan,Lata Mangeshkar,/artist/lata-mangeshkar,329000,Hindi,11-02-2007,0.58,0.73,0.237,0.174,-6.996,0.04,144.044,1,0,0.01,4,94,2662446,77jLtcVOxgo85VqUj3WMli
Jeevan Ke Din,Kishore Kumar,/artist/kishore-kumar,303000,Hindi,03-01-2015,0.71,0.448,0.545,0.383,-9.657,0.026,144.053,1,5,0.0825,4,27,8348453,1OhTRz9FDHTH3oLourboKd
Saagar Jaisi Aankhonwali,Kishore Kumar,/artist/kishore-kumar,303000,Hindi,11-02-2012,0.97,0.45,0.789,0.535,-9.013,0.009,108.985,1,5,0.02,4,82,10481128,4NGKImXyLb9jpCzU5kTexb
Diye Jalte Hai Phool Khilte Hai,Kishore Kumar,/artist/kishore-kumar,211000,Hindi,11-01-2003,0.7,0.728,0.899,0.759,-2.833,0.0184,109.943,0,1,0.0679,4,58,10903614,0bBAfDAxOO1u0qouRS2Mwm
Aaj Mausam Bada Beimaan Hai,Mohammed Rafi,/artist/mohammad-rafi,374000,Hindi,01-11-2010,0.79,0.95,0.362,0.491,-8.936,0.045,191.954,1,11,0.05,4,66,1752843,4zaRvMmIfVDpCR0yPmeVNc
Dil To Hai Dil,Lata Mangeshkar,/artist/lata-mangeshkar,251000,Hindi,12-01-2009,0.49,0.213,0.738,0.459,-6.614,0.07,159.931,0,8,0.0267,4,35,1994858,5itw0WzsobhLXyxUuAj8OQ
Tere Chehre Mein Woh Jadoo Hai,Kishore Kumar,/artist/kishore-kumar,251000,Hindi,10-04-2014,0.71,0.27,0.442,0.002,-3.031,0.02,127.996,1,8,0.03,4,83,9113225,7v0JfQFb7yHoICnDFpyMPV
Mere Sapnon Ki Rani,Kishore Kumar,/artist/kishore-kumar,300000,Hindi,10-02-2010,0.81,0.497,0.198,0.892,-8.104,0.0704,145.073,0,8,0.05,4,59,2840950,7esbB2vqT7jJPY9wUp83yU
O Haseena Zulfonwale Jane Jahan,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,416000,Hindi,01-02-2019,0.65,0.91,0.486,0.249,-5.033,0.009,159.504,1,10,0.03,4,28,3668083,6kXGGT1zngi3GsxgCbxclU
Pal Bhar Ke Liye,Kishore Kumar|Usha Khanna,/artist/kishore-kumar|/artist/usha-khanna,288000,Hindi,02-02-2001,0.2,0.56,0.275,0.672,-6.322,0.012,191.848,0,5,0.01,4,92,8361235,3Uw9ELtSwK30LzeZU3zL5f
Hum Aap Ki Ankhon Mein,Geeta Dutt|Mohammed Rafi,/artist/geeta-dutt|/artist/mohammad-rafi,244000,Hindi,03-06-2023,0.64,0.36,0.694,0.625,-5.606,0.03,142.019,0,5,0.03,4,48,2505981,4C2y5KweZzxvDNCemctbBp
Are Diwano Mujhe Pehchano,Kishore Kumar,/artist/kishore-kumar,285000,Hindi,12-05-2019,0.22,0.261,0.086,0.531,-4.246,0.0545,139.973,0,4,0.002,4,30,1716174,7LA4UWqnhEuVIpNUgrXoGg
Ehsan Tera Hoga Mujh Par,Mohammed Rafi,/artist/mohammad-rafi,208000,Hindi,10-05-2005,0.86,0.48,0.921,0.192,-9.165,0.02,151.108,1,11,0.04,4,45,7896601,5ro0tzQmZlM6Sgdtq4bGwH
Kisi Nazar Ko Tera Intezar,Asha Bhosle|Bhupinder Singh,/artist/asha-bhosle-1|/artist/bhupinder-singh,404000,Hindi,08-10-2010,0.26,0.802,0.24,0.13,-12.398,0.08,127.922,0,9,0.01,4,58,3850953,04Erz9shwLnOL55apcDEAG
Apni To Jaise Taise,Kishore Kumar,/artist/kishore-kumar,484000,Hindi,12-12-2020,0.24,0.54,0.513,0.224,-7.929,0.058,168.023,0,6,0.05,4,50,169520,5BxDSAddRwTYVNvvQpJxjH
Dekho Maine Dekha Hai Ek Sapna,Amit Kumar|Lata Mangeshkar,/artist/amit-kumar|/artist/lata-mangeshkar,338000,Hindi,07-03-2014,0.46,0.794,0.343,0.6,-13.144,0.0745,114.988,1,6,0.05,4,77,10111787,4DHepDfmKXjA8T1pnUsLlg
Tere Khushboo Mein Base Khat,Jagjit Singh,/artist/jagjeet-singh-1,85000,Hindi,05-08-2013,0.44,0.74,0.046,0.633,-7.199,0.0237,210.044,1,5,0.003,4,78,7730831,77ULnKYNS75tYa3Ap3P0Wx
Koi Yeh Kaise Bataye,Jagjit Singh,/artist/jagjeet-singh-1,197000,Hindi,07-06-2005,1,0.318,0.133,0.689,-10.841,0.094,115.099,0,9,0.083,4,28,9606309,0Rk8TeMpqMWNFnzKu5q3yG
Papa Kehte Hain,Udit Narayan,/artist/udit-narayan,353000,Hindi,11-11-2021,0.59,0.35,0.886,0.114,-4.959,0.0572,127.91,1,2,0.04,4,63,3464155,7cAdIlAHmaWooLpqzPdTxI
Roop Tera Mastana,Kishore Kumar,/artist/kishore-kumar,226000,Hindi,08-03-2016,0.6,0.381,0.188,0.452,-4.818,0.0075,148.998,1,1,0.03,4,47,10848933,2LRVglXOFzxJvdkTgh3waN
Ye Ladka Hay Allah Kaisa Hai Diwana,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,330000,Hindi,04-08-2003,0.47,0.94,0.927,0.741,-8.552,0,200.066,0,11,0.07,4,63,10707952,43vzwkho3DVRDhXyp79tOJ
Om Shanti Om (Meri Umar Ke Naujawano),Kishore Kumar,/artist/kishore-kumar,531000,Hindi,06-01-2015,0.2,0.057,0.769,0.506,-5.806,0.04,144.034,0,1,0.0778,4,58,3663946,6vFJr52IAP16GJ3BAQpmCr
Oh Hansini,Kishore Kumar,/artist/kishore-kumar,325000,Hindi,03-11-2009,0.13,0.5,0.949,0.393,-6.675,0.03,185.76,1,9,0.067,4,49,7791359,3ZBD7wbqeUe3Iuw4ltmtzo
Chup Gaye Sare Nazare,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,329000,Hindi,08-01-2002,0.72,0.349,0.054,0.213,-3.773,0.07,122.244,1,5,0.08,4,33,1752356,6DuEwqeZzkPJlczCKPq1VD
Pukarta Chala Hoon Main,Mohammed Rafi,/artist/mohammad-rafi,231000,Hindi,07-03-2011,0.98,0.59,0.919,0.118,-6.385,0.0933,134.88,1,2,0.004,4,82,9108245,0OZOn0mV8kuDgGZy1bACar
Ye Samaa Samaa Hai Pyar Ka,Lata Mangeshkar,/artist/lata-mangeshkar,198000,Hindi,08-08-2023,0.87,0.516,0.774,0.077,-12.888,0.014,176.115,1,2,0.01,4,27,3974488,371hYae8Cwdgr6DX3mL2IO
Janu Meri Jaan,Asha Bhosle|Kishore Kumar|Mohammed Rafi|Usha Mangeshkar,/artist/asha-bhosle-1|/artist/kishore-kumar|/artist/mohammad-rafi|/artist/usha-mangeshkar-2,426000,Hindi,03-01-2015,0.33,0.52,0.767,0.345,-3.178,0.03,126.003,0,11,0.05,4,85,7491881,3mLhme6vdUX2wTgv7cVUtb
Lekar Hum Diwana Dil,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,357000,Hindi,06-05-2018,0.15,0.888,0.608,0.971,-2.677,0.0066,119.976,0,4,0.032,4,41,2623906,4gW8O7mQb1qZ5fl4VcoKi3
Aap Ke Aa Jane Se,Mohammad Aziz|Sadhana Sargam,/artist/mohammad-aziz|/artist/sadhana-sargam-1,433000,Hindi,03-09-2012,0.43,0.72,0.475,0.193,-12.366,0.057,163.996,0,11,0.085,4,68,7359315,2QZs7FuTmfBCARyZ2w6UAD
Dekha Na Haye Re,Kishore Kumar,/artist/kishore-kumar,253000,Hindi,12-10-2016,0.41,0.1,0.036,0.543,-12.048,0,132.643,0,7,0.025,4,27,5401058,1oiUeTo2EWrtDXUUWTaXSr
